osmid,geometry,amenity
8663617010,POINT (-121.9860437 37.3790831),waste_disposal
8663617011,POINT (-121.9864755 37.3790628),waste_disposal
8663617012,POINT (-121.9843633 37.3785513),waste_disposal
8663617013,POINT (-121.9829256 37.3784032),waste_disposal
8663887791,POINT (-121.9609422 37.3665772),waste_disposal
8663887792,POINT (-121.9605761 37.3665687),waste_disposal
8663984338,POINT (-121.9313789 37.3036426),place_of_worship
8664244788,POINT (-121.9961587 37.2927571),cafe
8666021651,POINT (-121.9133841 37.3352904),waste_disposal
8666490737,POINT (-122.0069962 37.3362065),fast_food
8666882131,POINT (-121.9728824 37.3805117),parking_entrance
8667026640,POINT (-121.9449333 37.2629225),waste_disposal
8667026642,POINT (-121.9445229 37.2631473),doctors
8667026643,POINT (-121.944527 37.2632284),doctors
8667026644,POINT (-121.9443982 37.263207),doctors
8667089873,POINT (-121.9045126 37.4054549),social_facility
8667726384,POINT (-121.8666847 37.2515564),dentist
8667880025,POINT (-121.9378509 37.32392),dentist
8667880028,POINT (-121.937761 37.3240416),doctors
8667984000,POINT (-121.8915519 37.4026489),waste_disposal
8669778383,POINT (-121.9144732 37.2652737),waste_basket
8670026747,POINT (-121.8492392 37.3675635),fast_food
8670883791,POINT (-122.0513701 37.3514712),atm
8675161824,POINT (-121.939511 37.341661),dentist
8675532303,POINT (-121.9503181 37.2990576),social_facility
8677105108,POINT (-121.9539459 37.3301686),dentist
8678226535,POINT (-121.9753543 37.3115674),parking_entrance
8678226560,POINT (-121.9735828 37.3138404),parking_entrance
8678226564,POINT (-121.973583 37.3141987),parking_entrance
8678326397,POINT (-121.9890458 37.3751503),waste_disposal
8678375986,POINT (-122.0199665 37.3237127),dentist
8678375987,POINT (-122.0198549 37.32391),dentist
8678531672,POINT (-121.9134858 37.3025836),post_box
8688827008,POINT (-121.9784245 37.3458398),restaurant
8689978748,POINT (-121.880046 37.3216914),waste_disposal
8692027347,POINT (-121.913941 37.3036603),fast_food
8693041946,POINT (-121.933782 37.418338),charging_station
8694905400,POINT (-121.8968919 37.2546966),restaurant
8695203812,POINT (-121.9281078 37.3853019),fast_food
8695203813,POINT (-121.9282548 37.3852229),restaurant
8695203814,POINT (-121.9281835 37.3852632),restaurant
8695203815,POINT (-121.9283134 37.3851837),restaurant
8695206341,POINT (-121.9277943 37.3846764),fast_food
8695206344,POINT (-121.9278379 37.384805),restaurant
8695206346,POINT (-121.9278409 37.3848847),fast_food
8695220853,POINT (-121.928399 37.3851596),restaurant
8699916326,POINT (-121.9551724 37.3574973),charging_station
8700805684,POINT (-121.9686595 37.26303),parking_entrance
8701129963,POINT (-121.9005009 37.3031418),waste_disposal
8703647388,POINT (-122.0235553 37.3023513),bicycle_parking
8704086892,POINT (-121.978137 37.3010056),post_box
8704086893,POINT (-121.978126 37.3010067),post_box
8710934146,POINT (-122.0535106 37.3227564),restaurant
8710934988,POINT (-122.053584 37.3227629),restaurant
8712948012,POINT (-121.8906234 37.3351481),nightclub
8714259683,POINT (-121.924758 37.3304556),childcare
8714296018,POINT (-121.9426782 37.3252856),cinema
8714366968,POINT (-121.9505183 37.2805578),waste_disposal
8714366969,POINT (-121.9503037 37.2788579),waste_disposal
8714366974,POINT (-121.9515577 37.2777854),waste_disposal
8714367006,POINT (-121.9509064 37.2796147),restaurant
8714367009,POINT (-121.950831 37.2792232),bank
8714388217,POINT (-121.950891 37.2792827),atm
8714388222,POINT (-121.9507687 37.2786086),restaurant
8714388223,POINT (-121.9507633 37.2785393),ice_cream
8714388224,POINT (-121.950762 37.2784667),restaurant
8714388225,POINT (-121.9508986 37.2780594),prep_school
8714388229,POINT (-121.9501583 37.2778846),fast_food
8714423444,POINT (-121.8797598 37.2918159),waste_disposal
8714423464,POINT (-121.8784133 37.2916975),waste_disposal
8714423465,POINT (-121.8792233 37.2908205),waste_disposal
8714423468,POINT (-121.879576 37.290542),waste_disposal
8714423469,POINT (-121.8798778 37.2903094),waste_disposal
8714423477,POINT (-121.8802305 37.2901243),waste_disposal
8714423478,POINT (-121.8805752 37.29031),waste_disposal
8714423479,POINT (-121.8806127 37.2904316),waste_disposal
8714423491,POINT (-121.881058 37.2898811),waste_disposal
8714449518,POINT (-121.8807261 37.2897749),waste_disposal
8714449535,POINT (-121.8783161 37.2920395),fast_food
8714449536,POINT (-121.8784615 37.2918158),restaurant
8714449538,POINT (-121.878413 37.2918904),fast_food
8714449541,POINT (-121.8805967 37.2905928),dentist
8714449542,POINT (-121.8805229 37.2905661),fast_food
8714449543,POINT (-121.8806731 37.2906203),ice_cream
8714452324,POINT (-121.8807443 37.2906461),prep_school
8715056208,POINT (-121.9327243 37.2767836),waste_basket
8715093526,POINT (-121.9314716 37.2821181),waste_basket
8715358208,POINT (-121.8823323 37.3701417),loading_dock
8715367028,POINT (-121.8807945 37.3688222),pharmacy
8715534472,POINT (-121.9480376 37.3190354),fountain
8715534474,POINT (-121.948735 37.3192898),parking_entrance
8715534485,POINT (-121.948866 37.3192895),parking_entrance
8715534487,POINT (-121.948898 37.3204547),parking_entrance
8716241865,POINT (-121.9485442 37.3204653),parking_entrance
8716241867,POINT (-121.9496281 37.3204533),parking_entrance
8719399057,POINT (-122.0776887 37.3932639),bicycle_parking
8720157574,POINT (-121.9282401 37.3524728),parking_entrance
8720157587,POINT (-121.927322 37.3521085),parking_entrance
8720709861,POINT (-121.8747487 37.3432269),pharmacy
8720862134,POINT (-122.0280968 37.39516),waste_disposal
8720988488,POINT (-122.0034423 37.4103412),waste_disposal
8720988490,POINT (-122.0008539 37.4099353),waste_disposal
8722417911,POINT (-121.9186413 37.2745394),waste_basket
8722716892,POINT (-121.904063 37.3775926),place_of_worship
8722716894,POINT (-121.9053939 37.3768314),dojo
8723178610,POINT (-121.9765126 37.3888828),library
8723308719,POINT (-121.8962479 37.4266066),place_of_worship
8723949162,POINT (-121.9769373 37.3511519),dojo
8726455242,POINT (-121.8480435 37.3675975),fast_food
8726724314,POINT (-121.9183952 37.342941),theatre
8726974624,POINT (-121.996684 37.29167),waste_disposal
8729767594,POINT (-121.9414189 37.3813636),fast_food
8730002084,POINT (-121.895427 37.3363128),cafe
8733540998,POINT (-121.9940508 37.3882949),music_school
8735329212,POINT (-122.042426 37.3397653),cafe
8735329213,POINT (-122.042417 37.3385996),dojo
8735329214,POINT (-122.042429 37.3387918),prep_school
8735329215,POINT (-122.0424519 37.3389741),restaurant
8735359317,POINT (-122.0428727 37.3401115),doctors
8735359318,POINT (-122.042445 37.3398489),dentist
8735359319,POINT (-122.0424584 37.339201),restaurant
8735359320,POINT (-122.0424229 37.3387407),restaurant
8735543500,POINT (-121.8715101 37.4179565),waste_disposal
8735543505,POINT (-121.8743003 37.4173387),dojo
8735543507,POINT (-121.874365 37.4176366),cafe
8736629400,POINT (-121.8605688 37.2849562),waste_basket
8740623085,POINT (-121.8778956 37.3693627),bench
8740623144,POINT (-121.8767541 37.3685893),bench
8740623145,POINT (-121.8769287 37.3685727),bench
8740623151,POINT (-121.8767207 37.3692285),atm
8740623153,POINT (-121.8766194 37.3690512),fast_food
8740623155,POINT (-121.8762246 37.368756),fast_food
8740623156,POINT (-121.8771012 37.3691971),toilets
8740623157,POINT (-121.8767604 37.3689424),bar
8740623158,POINT (-121.8763407 37.3686747),toilets
8740623159,POINT (-121.8764713 37.3685832),bar
8740623160,POINT (-121.8768667 37.3680401),fast_food
8740623161,POINT (-121.8773038 37.3690129),fast_food
8740623162,POINT (-121.8767333 37.3674645),fast_food
8740623163,POINT (-121.8766664 37.3672251),atm
8740623164,POINT (-121.8767103 37.3672456),ice_cream
8740623165,POINT (-121.8774555 37.3676593),fast_food
8740623166,POINT (-121.8777602 37.3679174),toilets
8740623167,POINT (-121.8777874 37.3679434),atm
8740623168,POINT (-121.8779122 37.3680483),toilets
8740623169,POINT (-121.8783016 37.3683788),fast_food
8740733635,POINT (-121.9124679 37.349531),kitchen
8740733636,POINT (-121.9121922 37.3494065),fast_food
8740733638,POINT (-121.9124163 37.3495712),restaurant
8740733639,POINT (-121.9122814 37.3493467),fast_food
8740733640,POINT (-121.9121466 37.3495067),fast_food
8740733641,POINT (-121.912189 37.3494743),fast_food
8740733642,POINT (-121.9123014 37.349648),fast_food
8740733643,POINT (-121.9124065 37.3494833),fast_food
8740733645,POINT (-121.9124703 37.3496197),fast_food
8740733646,POINT (-121.9122314 37.3494432),fast_food
8740733647,POINT (-121.912529 37.3495756),fast_food
8740733648,POINT (-121.9122771 37.3494159),fast_food
8740733649,POINT (-121.9123228 37.3493861),fast_food
8740733650,POINT (-121.9121841 37.3495456),fast_food
8740733651,POINT (-121.9123514 37.3496133),fast_food
8740733653,POINT (-121.912359 37.3496963),restaurant
8740733654,POINT (-121.9122673 37.3494834),fast_food
8740733655,POINT (-121.9122363 37.3493822),cafe
8744076643,POINT (-121.931066 37.3026144),fast_food
8744451768,POINT (-122.0628435 37.3819766),bench
8744451769,POINT (-122.0628541 37.3819484),waste_basket
8744451770,POINT (-122.0628444 37.3820647),bench
8744451771,POINT (-122.0627027 37.3818278),bench
8744451772,POINT (-122.0628217 37.381866),bench
8744451774,POINT (-122.0626736 37.3818374),waste_basket
8748792723,POINT (-121.9510421 37.287569),school
8748792724,POINT (-121.9502693 37.288162),events_venue
8748792805,POINT (-121.9522842 37.2877073),toilets
8748792806,POINT (-121.9522869 37.2878034),telephone
8748792842,POINT (-121.9516833 37.2891886),music_school
8748792870,POINT (-121.9514109 37.2887829),childcare
8748792871,POINT (-121.9515585 37.288704),social_facility
8748792872,POINT (-121.9513385 37.2890923),school
8748792873,POINT (-121.9512742 37.2893484),school
8748792880,POINT (-121.9504314 37.2875463),childcare
8748792884,POINT (-121.950771 37.2881747),school
8748792885,POINT (-121.9506344 37.2882674),toilets
8748792886,POINT (-121.9504426 37.2878258),school
8748792888,POINT (-121.9511843 37.2891393),toilets
8748792889,POINT (-121.9511816 37.288992),toilets
8748792890,POINT (-121.9510448 37.288019),toilets
8748792891,POINT (-121.9511843 37.2893591),toilets
8748792892,POINT (-121.9515839 37.2893569),college
8750718337,POINT (-121.844033 37.338033),money_transfer
8754078709,POINT (-122.074699 37.2992856),bench
8754087297,POINT (-121.8723133 37.2553444),parking_space
8754087298,POINT (-121.8723582 37.2553204),parking_space
8754087299,POINT (-121.8723358 37.2553324),parking_space
8754580683,POINT (-122.0389358 37.3647067),bicycle_parking
8754597902,POINT (-122.0384311 37.3654845),bench
8754597903,POINT (-122.0383301 37.3654838),bench
8754597904,POINT (-122.0381918 37.3654846),bench
8754601743,POINT (-122.0382212 37.3647833),bench
8754648182,POINT (-122.0373083 37.366302),bench
8754648183,POINT (-122.037859 37.3656187),drinking_water
8754648184,POINT (-122.0374638 37.3655174),waste_basket
8754648185,POINT (-122.037465 37.3655657),drinking_water
8754648187,POINT (-122.0381261 37.3657017),bench
8756217424,POINT (-121.951274 37.3666111),fuel
8756218105,POINT (-121.8724625 37.4175194),post_office
8756537855,POINT (-121.9311824 37.3019662),waste_disposal
8756537856,POINT (-121.9311391 37.3018574),fast_food
8756537857,POINT (-121.9311413 37.301915),fast_food
8756578475,POINT (-121.9747687 37.2878365),waste_disposal
8756583917,POINT (-121.9770764 37.2852112),dentist
8763929289,POINT (-121.9849355 37.3327697),music_school
8763937616,POINT (-122.0459139 37.3192452),toilets
8766048570,POINT (-122.0437048 37.3217517),theatre
8769727028,POINT (-122.0463518 37.318047),toilets
8769727032,POINT (-122.0458787 37.3216292),toilets
8770468703,POINT (-122.0743149 37.4152086),waste_disposal
8770522633,POINT (-122.0714396 37.4141126),waste_disposal
8770522634,POINT (-122.0718513 37.4140465),waste_disposal
8770522688,POINT (-122.0785582 37.4103438),waste_disposal
8770522689,POINT (-122.0785327 37.4103257),waste_disposal
8770636829,POINT (-121.9077269 37.3497583),courthouse
8773969855,POINT (-121.9766193 37.3155951),fast_food
8773980367,POINT (-121.9313231 37.3126537),restaurant
8774017343,POINT (-121.9383534 37.3379781),restaurant
8774017344,POINT (-121.9384033 37.3380649),fast_food
8774056645,POINT (-121.9949203 37.3370643),fast_food
8774847639,POINT (-122.0694207 37.3221545),dentist
8774859999,POINT (-122.0693744 37.322163),dentist
8778072634,POINT (-121.9078329 37.2666908),dentist
8782878385,POINT (-121.9377463 37.2787384),waste_disposal
8782878386,POINT (-121.9374553 37.2783585),waste_disposal
8782878405,POINT (-121.937452 37.2787654),kitchen
8783453272,POINT (-121.89388 37.3817767),post_box
8790720459,POINT (-121.9323084 37.2787237),bar
8790723384,POINT (-121.9437469 37.3225278),hookah_lounge
8790807358,POINT (-121.9596382 37.3531754),fast_food
8792877433,POINT (-121.8772303 37.2524811),veterinary
8792944453,POINT (-122.0328483 37.2899294),veterinary
8793215378,POINT (-122.0117464 37.3761398),veterinary
8794257442,POINT (-121.960453 37.3750605),waste_disposal
8794257447,POINT (-121.9617096 37.3751404),waste_disposal
8794257456,POINT (-121.9609412 37.3762711),waste_disposal
8794257460,POINT (-121.9617016 37.3762871),waste_disposal
8794257467,POINT (-121.9598539 37.3754661),post_box
8794374629,POINT (-121.8763013 37.4185402),waste_disposal
8794374632,POINT (-121.8761417 37.4178),waste_disposal
8794374633,POINT (-121.8763778 37.4182675),waste_disposal
8794374657,POINT (-121.8759597 37.4180455),dojo
8794617609,POINT (-121.9519036 37.3051954),waste_disposal
8794617610,POINT (-121.9513113 37.3054252),cafe
8805176886,POINT (-121.9520853 37.3302656),place_of_worship
8810809518,POINT (-121.9681351 37.2628228),parking_entrance
8812975941,POINT (-122.033168 37.3185644),dentist
8812975945,POINT (-122.033034 37.3184033),dentist
8812975946,POINT (-122.033142 37.3184166),dentist
8812975949,POINT (-122.0332778 37.3184168),dentist
8813016409,POINT (-121.958042 37.2629119),clinic
8813101259,POINT (-121.8673574 37.3078479),clinic
8813106862,POINT (-122.0326795 37.3140753),letter_box
8813107032,POINT (-122.0334459 37.3141767),language_school
8813107033,POINT (-122.033083 37.3139634),language_school
8813107038,POINT (-122.0330846 37.3141676),dentist
8813107039,POINT (-122.032972 37.3139625),prep_school
8813107044,POINT (-122.032703 37.3141419),training
8813107045,POINT (-122.032704 37.3141899),post_office
8813107050,POINT (-122.032994 37.3141742),prep_school
8813107052,POINT (-122.0326907 37.3140756),letter_box
8813186141,POINT (-122.031192 37.3135171),music_school
8813186145,POINT (-122.0310023 37.3143538),waste_disposal
8813186146,POINT (-122.0309553 37.3147826),waste_disposal
8814118082,POINT (-122.0318563 37.3181517),restaurant
8816004818,POINT (-122.03212 37.3186036),post_box
8816004819,POINT (-122.0317653 37.3185647),language_school
8816013212,POINT (-122.0328608 37.3154335),restaurant
8816013213,POINT (-122.0328587 37.3153497),fast_food
8820092402,POINT (-122.0377497 37.3236881),waste_disposal
8820107876,POINT (-122.035432 37.3248518),loading_dock
8822479522,POINT (-121.9956802 37.4152259),bench
8825906761,POINT (-122.025159 37.360165),doctors
8825906762,POINT (-122.0252637 37.3601885),dentist
8825906763,POINT (-122.0251175 37.3606023),dentist
8825929706,POINT (-121.8935109 37.3930799),waste_disposal
8825995784,POINT (-121.9619999 37.369119),restaurant
8826017528,POINT (-121.8943706 37.3924438),waste_disposal
8826017530,POINT (-121.8948212 37.3935189),waste_disposal
8826017546,POINT (-121.8929758 37.3924129),waste_disposal
8826036741,POINT (-121.9503767 37.2957889),restaurant
8826293636,POINT (-122.0384406 37.3245529),charging_station
8826293638,POINT (-122.0390521 37.3251479),waste_disposal
8826293639,POINT (-122.0389971 37.325133),recycling
8826319233,POINT (-122.0387466 37.3242644),drinking_water
8826319235,POINT (-122.0388043 37.3242645),waste_basket
8826319236,POINT (-122.0387721 37.3243029),toilets
8826319237,POINT (-122.0388311 37.324304),toilets
8826337485,POINT (-122.033108 37.3237042),waste_disposal
8826338111,POINT (-122.0394623 37.3218455),waste_disposal
8829966332,POINT (-121.938065 37.3376164),fast_food
8847035925,POINT (-121.9439242 37.3504355),ice_cream
8847035926,POINT (-121.9438895 37.3503696),fast_food
8847035929,POINT (-121.9437652 37.3501229),fast_food
8847035930,POINT (-121.9440073 37.350477),fast_food
8847109847,POINT (-122.0044005 37.2810373),dentist
8847109848,POINT (-122.0043442 37.2809992),dentist
8847109849,POINT (-122.0042861 37.2810749),dentist
8847375195,POINT (-121.9441681 37.2945448),fuel
8847375197,POINT (-122.0318872 37.3524194),fuel
8849106481,POINT (-121.8759823 37.2999825),waste_disposal
8849106482,POINT (-121.8756765 37.2995334),waste_disposal
8849106483,POINT (-121.8754311 37.2991195),waste_disposal
8849106484,POINT (-121.8751883 37.2987141),waste_disposal
8852157102,POINT (-121.8803465 37.3406456),waste_disposal
8852157103,POINT (-121.881088 37.3405443),post_box
8852157104,POINT (-121.8811056 37.340563),waste_basket
8852490300,POINT (-121.865854 37.3205536),parking_entrance
8856386334,POINT (-122.0327443 37.3146384),dojo
8856408008,POINT (-122.0329323 37.3127747),waste_disposal
8856408009,POINT (-122.032677 37.3125842),restaurant
8856408011,POINT (-122.0326773 37.3124375),bank
8856487722,POINT (-122.0385855 37.3237384),post_office
8862416174,POINT (-121.8545513 37.3153788),waste_disposal
8862514288,POINT (-121.8495317 37.3080449),waste_disposal
8867631958,POINT (-121.8404952 37.2998146),cafe
8867632014,POINT (-121.8406133 37.3024166),waste_disposal
8868919486,POINT (-121.8606926 37.2507971),charging_station
8868919487,POINT (-121.8605548 37.2506215),charging_station
8873005087,POINT (-121.9596373 37.3467394),dentist
8873005088,POINT (-121.9596413 37.3472261),doctors
8878305490,POINT (-121.850334 37.3566127),vehicle_inspection
8878568274,POINT (-121.8922759 37.3340084),restaurant
8878568275,POINT (-121.8933477 37.3350599),fast_food
8878568277,POINT (-121.8893007 37.3338762),restaurant
8878985418,POINT (-121.8974511 37.3465148),waste_disposal
8878985427,POINT (-121.8972689 37.3451343),vending_machine
8878985428,POINT (-121.897279 37.3451476),ticket_validator
8878985433,POINT (-121.8974767 37.3454171),ticket_validator
8878985434,POINT (-121.8974667 37.3454038),vending_machine
8881293122,POINT (-121.9568042 37.2668006),charging_station
8882829102,POINT (-122.0176453 37.3982668),bench
8883551701,POINT (-121.9057455 37.3451944),bench
8891325075,POINT (-121.8960445 37.363065),waste_disposal
8893769495,POINT (-121.8779212 37.3341481),mailroom
8893769496,POINT (-121.8815223 37.3344837),lockers
8893908961,POINT (-121.9127144 37.3160992),fountain
8895930296,POINT (-121.8962125 37.2908199),library
8897188847,POINT (-121.890952 37.3345926),toilets
8903196330,POINT (-121.8781355 37.3130898),restaurant
8903880774,POINT (-122.0271087 37.30666),waste_disposal
8905057064,POINT (-121.937448 37.3456175),post_box
8907556602,POINT (-122.0095573 37.3919434),waste_disposal
8907901535,POINT (-121.8820636 37.3336174),school
8914451131,POINT (-121.8743237 37.2583241),waste_disposal
8914451132,POINT (-121.8728177 37.2588589),waste_disposal
8914451208,POINT (-121.8740153 37.257214),waste_disposal
8914964375,POINT (-121.894068 37.3290335),clock
8914964376,POINT (-121.894126 37.3291124),clock
8915613564,POINT (-121.8815672 37.2764734),waste_disposal
8915613578,POINT (-121.8806352 37.275676),childcare
8929830790,POINT (-122.012067 37.3225687),atm
8929830946,POINT (-122.011863 37.3226769),bank
8931953346,POINT (-121.8758548 37.2953878),waste_disposal
8932265447,POINT (-121.9271056 37.3005679),waste_disposal
8932265450,POINT (-121.9256103 37.3007397),waste_disposal
8932265601,POINT (-121.9352885 37.2925057),parking_entrance
8932451874,POINT (-121.9392507 37.3143382),fountain
8934237236,POINT (-121.9495813 37.2910705),vehicle_inspection
8939372214,POINT (-122.0672625 37.3714092),bench
8939405730,POINT (-122.0674537 37.3714173),bench
8939460758,POINT (-121.87759 37.255868),loading_dock
8940017937,POINT (-121.8834453 37.2513349),theatre
8940045616,POINT (-121.9167232 37.3176162),arts_centre
8940210735,POINT (-121.9095047 37.2517515),waste_disposal
8940210753,POINT (-121.905222 37.2523179),waste_disposal
8940210754,POINT (-121.9063565 37.2518279),waste_disposal
8940882805,POINT (-121.9524278 37.253803),waste_disposal
8940882819,POINT (-121.9510652 37.2508738),waste_disposal
8945060594,POINT (-122.0109615 37.3816078),bicycle_parking
8945354199,POINT (-121.894851 37.3489154),restaurant
8948350769,POINT (-121.9750371 37.3189056),loading_dock
8948350873,POINT (-121.9772095 37.31704),waste_disposal
8948350875,POINT (-121.975108 37.3153441),waste_disposal
8955525869,POINT (-121.87314 37.3172361),pub
8955569091,POINT (-121.9809665 37.3237696),restaurant
8955569093,POINT (-121.9807084 37.3237737),restaurant
8955575129,POINT (-121.84897 37.3678045),fast_food
8955585207,POINT (-121.944392 37.2940372),cafe
8958491913,POINT (-121.9960739 37.2927499),fast_food
8958491914,POINT (-121.9960027 37.2927428),fast_food
8958491915,POINT (-121.9959437 37.2927363),fast_food
8960533322,POINT (-122.01307 37.3097633),waste_disposal
8960999956,POINT (-121.9438472 37.2857892),bar
8961847345,POINT (-121.9516172 37.3059778),studio
8961847369,POINT (-121.9513985 37.3056323),doctors
8961847661,POINT (-121.9510807 37.3082536),restaurant
8963927487,POINT (-121.94999 37.3304471),post_box
8964637565,POINT (-122.0442411 37.3258813),waste_basket
8964637566,POINT (-122.0444097 37.3257537),waste_basket
8964637568,POINT (-122.0442302 37.3257471),waste_basket
8964637569,POINT (-122.0444066 37.3258902),waste_basket
8983763870,POINT (-121.8727266 37.2530481),parking_space
8983763871,POINT (-121.8726709 37.2530502),parking_space
8983763872,POINT (-121.8726984 37.2530492),parking_space
8983763901,POINT (-121.873428 37.2528158),parking_entrance
8983763902,POINT (-121.8733283 37.2526882),parking_space
8983763903,POINT (-121.8732894 37.2527485),parking_space
8983763904,POINT (-121.873315 37.2527088),parking_space
8983763905,POINT (-121.8733022 37.2527287),parking_space
8994332873,POINT (-122.0269401 37.328536),bicycle_parking
8994332891,POINT (-122.0287967 37.3300498),waste_disposal
8996043409,POINT (-121.87763 37.342831),clinic
9000037060,POINT (-121.9342307 37.3740261),charging_station
9000037061,POINT (-121.9342607 37.3740532),charging_station
9000037062,POINT (-121.9342989 37.374083),charging_station
9000037063,POINT (-121.9343264 37.3741114),charging_station
9000037064,POINT (-121.9343563 37.3741392),charging_station
9000037065,POINT (-121.9343929 37.3741722),charging_station
9000037066,POINT (-121.9344245 37.3742006),charging_station
9000037067,POINT (-121.9344512 37.3742277),charging_station
9000037068,POINT (-121.9344836 37.3742562),charging_station
9000037069,POINT (-121.9345534 37.3743202),charging_station
9004883317,POINT (-121.949676 37.312405),clinic
9005922085,POINT (-121.8781064 37.3391199),place_of_worship
9005922086,POINT (-121.8780618 37.3390624),place_of_worship
9005922087,POINT (-121.8780153 37.3389968),place_of_worship
9005922531,POINT (-121.877367 37.3362766),restaurant
9010386860,POINT (-122.025878 37.323255),post_box
9010386861,POINT (-122.02892 37.3221456),post_box
9010393253,POINT (-122.031998 37.3306629),post_box
9010393254,POINT (-122.035133 37.3322765),post_box
9010393255,POINT (-122.035006 37.3364896),post_box
9010479767,POINT (-122.015838 37.3354904),post_box
9010495223,POINT (-122.030874 37.3188523),post_box
9010495225,POINT (-122.033029 37.3192148),post_box
9010515329,POINT (-122.033523 37.3162265),post_box
9010515330,POINT (-122.0432085 37.3372123),post_box
9010515331,POINT (-122.0423394 37.3386838),post_box
9010535073,POINT (-122.020946 37.3232088),post_box
9010535074,POINT (-122.018169 37.3218613),post_box
9010535075,POINT (-122.031499 37.3428232),post_box
9010584969,POINT (-122.0502193 37.3410162),post_box
9010584970,POINT (-122.0498438 37.352618),post_box
9010604607,POINT (-122.047708 37.324309),post_box
9010604608,POINT (-122.015752 37.3222912),post_box
9010604609,POINT (-122.014052 37.3219115),post_box
9014579564,POINT (-121.995211 37.3370266),bank
9021488682,POINT (-121.9406772 37.2877116),fast_food
9025797413,POINT (-121.9015218 37.3180298),bench
9025797414,POINT (-121.9015265 37.317952),bench
9027346192,POINT (-121.8976208 37.3043031),restaurant
9036520079,POINT (-121.931885 37.3739359),parking_entrance
9037613350,POINT (-122.005046 37.3271583),parking_entrance
9039231458,POINT (-121.91852 37.3374652),bank
9039280797,POINT (-121.9081966 37.322521),car_wash
9042099957,POINT (-122.047127 37.2517689),drinking_water
9042243118,POINT (-121.995144 37.3388425),restaurant
9053836175,POINT (-121.860131 37.3876837),fast_food
9053836179,POINT (-121.8598788 37.3878859),fast_food
9053836182,POINT (-121.8604117 37.3878045),restaurant
9053836184,POINT (-121.8601946 37.3876332),cafe
9053836186,POINT (-121.8614135 37.3886511),restaurant
9053836187,POINT (-121.8613754 37.3886223),cafe
9053836197,POINT (-121.8604985 37.387873),restaurant
9054752431,POINT (-121.9151791 37.3732464),parking_entrance
9054752432,POINT (-121.9146032 37.373759),parking_entrance
9054752448,POINT (-121.9158943 37.3737525),parking_entrance
9057378199,POINT (-121.952543 37.3203714),parking_entrance
9057564501,POINT (-122.0146348 37.3552819),dentist
9057585517,POINT (-122.0147716 37.3552776),dentist
9067791127,POINT (-122.0319536 37.3428109),dentist
9091592176,POINT (-122.0304817 37.2948529),dentist
9115285018,POINT (-122.0782847 37.3944916),restaurant
9115466093,POINT (-121.853102 37.2759504),restaurant
9115664372,POINT (-121.8897013 37.3307938),theatre
9115664628,POINT (-121.8892003 37.3307938),theatre
9117746256,POINT (-121.9399413 37.3794932),social_facility
9118345885,POINT (-121.916495 37.3927847),post_office
9120977031,POINT (-121.8821738 37.4037489),dentist
9136585009,POINT (-121.9125557 37.3158837),social_facility
9136651389,POINT (-121.9505653 37.3535812),social_facility
9136688850,POINT (-121.9018668 37.3506096),social_facility
9140948864,POINT (-121.9197923 37.3231628),fast_food
9143423375,POINT (-121.9075753 37.3518372),parking_entrance
9146760043,POINT (-121.9662445 37.3087738),social_facility
9150665181,POINT (-121.9142438 37.3331568),restaurant
9152518900,POINT (-121.872624 37.254325),bbq
9156587114,POINT (-122.0298101 37.3897012),prep_school
9158988205,POINT (-121.8750849 37.2920189),social_facility
9159183297,POINT (-121.9179669 37.3839725),social_facility
9164209182,POINT (-122.0534407 37.3721064),restaurant
9165273501,POINT (-121.9089967 37.2519146),dentist
9165273502,POINT (-121.9090974 37.2518299),restaurant
9165273505,POINT (-121.9092233 37.2517388),cafe
9165273514,POINT (-121.9098581 37.2521599),restaurant
9165273516,POINT (-121.909769 37.252232),fast_food
9165299619,POINT (-121.9101374 37.2518852),art_school
9165299622,POINT (-121.9097332 37.2522748),dentist
9165299624,POINT (-121.9096001 37.2523934),music_school
9165299630,POINT (-121.9096801 37.2523214),fast_food
9166749447,POINT (-121.99487 37.3386647),post_office
9166749449,POINT (-121.995143 37.3387678),ice_cream
9166749458,POINT (-121.9949712 37.3395596),waste_disposal
9166761952,POINT (-121.9945903 37.3390672),restaurant
9166777366,POINT (-121.9944544 37.3390725),restaurant
9168703993,POINT (-122.0452745 37.3215297),waste_basket
9168703994,POINT (-122.0452699 37.3203527),bench
9168703995,POINT (-122.0447004 37.3223853),waste_basket
9168703996,POINT (-122.0447166 37.3218331),waste_basket
9168703997,POINT (-122.045483 37.3203461),bench
9168703998,POINT (-122.0449874 37.32144),waste_basket
9168704000,POINT (-122.0450542 37.3219308),waste_basket
9168704001,POINT (-122.045004 37.3218321),bench
9168704002,POINT (-122.0451558 37.320906),waste_basket
9169092411,POINT (-121.8547562 37.334402),parking_entrance
9169136327,POINT (-121.8551924 37.3352974),parking_entrance
9169136330,POINT (-121.8532526 37.3356311),parking_entrance
9172491633,POINT (-121.8817688 37.3193645),restaurant
9172491637,POINT (-121.880181 37.3189838),social_facility
9177051684,POINT (-122.017316 37.3565435),cafe
9181587544,POINT (-121.8902028 37.3263218),waste_disposal
9182117686,POINT (-121.8742501 37.3158239),waste_disposal
9182117688,POINT (-121.8721243 37.3151227),waste_disposal
9194764917,POINT (-121.8920197 37.3526809),waste_disposal
